COUNTYNAME,RealPlantArea,HarvestArea,UnitYield,Yield,Crop,Year,Season
高雄市,0.88,0.88,1901,1673.0,Soybean,2021,first
屏東縣,296.35,296.35,753,223133.0,Soybean,2021,first
花蓮縣,224.20,224.20,1220,273452.0,Soybean,2021,first
宜蘭縣,63.81,63.81,728,46477.0,Soybean,2021,second
桃園市,279.70,279.70,922,257961.0,Soybean,2021,second
新竹縣,96.65,96.65,1478,142842.0,Soybean,2021,second
苗栗縣,72.36,72.36,1537,111236.0,Soybean,2021,second
台中市,58.07,58.07,2195,127441.0,Soybean,2021,second
彰化縣,30.77,30.77,1284,39522.0,Soybean,2021,second
雲林縣,57.19,57.19,1811,103568.0,Soybean,2021,second
嘉義縣,39.46,39.46,1485,58582.0,Soybean,2021,second
台南市,176.09,176.09,1642,289067.0,Soybean,2021,second
高雄市,1.57,1.57,2036,3197.0,Soybean,2021,second
屏東縣,42.18,42.18,750,31635.0,Soybean,2021,second
台東縣,11.75,11.75,1372,16125.0,Soybean,2021,second
花蓮縣,499.16,497.83,1067,531329.0,Soybean,2021,second
新北市,0.55,0.55,1100,605.0,Soybean,2021,whole
宜蘭縣,142.43,142.43,804,114469.0,Soybean,2021,whole
桃園市,323.45,323.45,999,323086.0,Soybean,2021,whole
新竹縣,97.93,97.93,1477,144654.0,Soybean,2021,whole
苗栗縣,95.89,95.89,1480,141914.0,Soybean,2021,whole
台中市,61.97,61.97,2246,139181.0,Soybean,2021,whole
彰化縣,37.16,37.16,1258,46762.0,Soybean,2021,whole
雲林縣,153.28,153.28,1719,263472.0,Soybean,2021,whole
嘉義縣,202.68,202.68,1707,346030.0,Soybean,2021,whole
台南市,631.61,631.61,1535,969410.0,Soybean,2021,whole
高雄市,95.28,95.28,1671,159172.0,Soybean,2021,whole
屏東縣,778.48,778.48,896,697897.0,Soybean,2021,whole
台東縣,12.45,12.45,1420,17685.0,Soybean,2021,whole
花蓮縣,744.51,743.18,1117,829821.0,Soybean,2021,whole
宜蘭縣,33.40,33.40,810,27054.0,Soybean,2021,winter
新竹縣,0.65,0.65,1431,930.0,Soybean,2021,winter
台中市,2.50,2.50,3360,8400.0,Soybean,2021,winter
彰化縣,6.04,6.04,1112,6715.0,Soybean,2021,winter
雲林縣,50.45,50.45,1779,89727.0,Soybean,2021,winter
嘉義縣,69.18,69.18,1772,122600.0,Soybean,2021,winter
台南市,260.02,260.02,1559,405367.0,Soybean,2021,winter
高雄市,92.83,92.83,1662,154302.0,Soybean,2021,winter
屏東縣,439.95,439.95,1007,443129.0,Soybean,2021,winter
台東縣,0.70,0.70,2229,1560.0,Soybean,2021,winter
花蓮縣,21.15,21.15,1184,25040.0,Soybean,2021,winter
新北市,0.65,0.65,1097,713.0,Soybean,2022,first
宜蘭縣,88.81,88.81,1013,89946.0,Soybean,2022,first
桃園市,7.40,7.40,1150,8510.0,Soybean,2022,first
新竹縣,2.00,2.00,1800,3600.0,Soybean,2022,first
苗栗縣,54.91,54.91,1495,82096.0,Soybean,2022,first
台中市,14.26,14.26,2298,32762.0,Soybean,2022,first
彰化縣,6.91,6.91,1195,8255.0,Soybean,2022,first
雲林縣,25.78,25.78,1601,41276.0,Soybean,2022,first
嘉義縣,158.42,158.42,1620,256692.0,Soybean,2022,first
台南市,298.60,298.60,1536,458719.0,Soybean,2022,first
高雄市,1.02,1.02,2136,2179.0,Soybean,2022,first
屏東縣,289.89,289.89,813,235772.0,Soybean,2022,first
台東縣,8.32,8.32,1200,9984.0,Soybean,2022,first
花蓮縣,223.86,223.86,1185,265296.0,Soybean,2022,first
新北市,0.20,0.20,1100,220.0,Soybean,2022,second
宜蘭縣,76.74,76.74,732,56177.0,Soybean,2022,second
桃園市,332.92,185.79,687,127565.0,Soybean,2022,second
新竹縣,82.53,82.53,1603,132282.0,Soybean,2022,second
苗栗縣,134.05,134.05,1331,178480.0,Soybean,2022,second
台中市,205.96,205.96,2109,434293.0,Soybean,2022,second
彰化縣,92.96,92.96,1214,112832.0,Soybean,2022,second
雲林縣,374.30,374.30,1915,716693.0,Soybean,2022,second
嘉義縣,102.79,102.79,1763,181234.0,Soybean,2022,second
台南市,254.73,254.73,1607,409446.0,Soybean,2022,second
高雄市,1.32,1.32,2198,2902.0,Soybean,2022,second
台東縣,9.30,9.30,1255,11670.0,Soybean,2022,second
花蓮縣,307.94,307.94,1037,319222.0,Soybean,2022,second
新北市,0.85,0.85,1098,933.0,Soybean,2022,whole
宜蘭縣,200.05,200.05,905,180953.0,Soybean,2022,whole
桃園市,340.32,193.19,704,136075.0,Soybean,2022,whole
新竹縣,85.33,85.33,1605,136922.0,Soybean,2022,whole
苗栗縣,188.96,188.96,1379,260576.0,Soybean,2022,whole
台中市,221.72,221.72,2128,471930.0,Soybean,2022,whole
彰化縣,108.83,108.83,1210,131707.0,Soybean,2022,whole
雲林縣,449.02,449.02,1876,842568.0,Soybean,2022,whole
嘉義縣,384.64,384.64,1715,659740.0,Soybean,2022,whole
台南市,777.68,777.68,1567,1218424.0,Soybean,2022,whole
高雄市,104.57,104.57,1621,169494.0,Soybean,2022,whole
屏東縣,685.73,685.73,886,607701.0,Soybean,2022,whole
台東縣,20.72,20.72,1292,26769.0,Soybean,2022,whole
花蓮縣,533.45,533.45,1099,586372.0,Soybean,2022,whole
宜蘭縣,34.50,34.50,1010,34830.0,Soybean,2022,winter
新竹縣,0.80,0.80,1300,1040.0,Soybean,2022,winter
台中市,1.50,1.50,3250,4875.0,Soybean,2022,winter
彰化縣,8.96,8.96,1185,10620.0,Soybean,2022,winter
雲林縣,48.94,48.94,1729,84599.0,Soybean,2022,winter
嘉義縣,123.43,123.43,1797,221814.0,Soybean,2022,winter
台南市,224.35,224.35,1561,350259.0,Soybean,2022,winter
高雄市,102.23,102.23,1608,164413.0,Soybean,2022,winter
屏東縣,395.84,395.84,940,371929.0,Soybean,2022,winter
台東縣,3.10,3.10,1650,5115.0,Soybean,2022,winter
花蓮縣,1.65,1.65,1124,1855.0,Soybean,2022,winter
宜蘭縣,4.82,4.82,1630,7857.0,Soybean,1997,first
雲林縣,74.05,74.05,3197,236708.0,Soybean,1997,first
嘉義縣,589.00,589.00,1920,1131100.0,Soybean,1997,first
台南市,900.30,900.30,2177,1960080.0,Soybean,1997,first
高雄市,27.03,27.03,9055,244746.0,Soybean,1997,first
屏東縣,0.99,0.99,1800,1782.0,Soybean,1997,first
台東縣,3.50,3.50,1800,6300.0,Soybean,1997,first
花蓮縣,61.35,61.35,1429,87650.0,Soybean,1997,first
彰化縣,0.90,0.90,3000,2700.0,Soybean,1997,second
雲林縣,24.50,24.50,2387,58475.0,Soybean,1997,second
嘉義縣,61.00,61.00,2326,141900.0,Soybean,1997,second
台南市,78.80,78.30,2277,178250.0,Soybean,1997,second
高雄市,24.95,24.95,9575,238890.0,Soybean,1997,second
花蓮縣,13.70,13.70,1589,21770.0,Soybean,1997,second
宜蘭縣,4.82,4.82,1630,7857.0,Soybean,1997,whole
彰化縣,0.90,0.90,3000,2700.0,Soybean,1997,whole
雲林縣,110.15,110.15,2895,318843.0,Soybean,1997,whole
嘉義縣,650.00,650.00,1958,1273000.0,Soybean,1997,whole
台南市,990.90,990.40,2189,2167830.0,Soybean,1997,whole
高雄市,126.04,126.04,6301,794184.0,Soybean,1997,whole
屏東縣,15.62,15.62,1983,30972.0,Soybean,1997,whole
台東縣,3.70,3.70,2108,7800.0,Soybean,1997,whole
花蓮縣,80.05,80.05,1454,116420.0,Soybean,1997,whole
雲林縣,11.60,11.60,2040,23660.0,Soybean,1997,winter
台南市,11.80,11.80,2500,29500.0,Soybean,1997,winter
高雄市,74.06,74.06,4193,310548.0,Soybean,1997,winter
屏東縣,14.63,14.63,1995,29190.0,Soybean,1997,winter
台東縣,0.20,0.20,7500,1500.0,Soybean,1997,winter
花蓮縣,5.00,5.00,1400,7000.0,Soybean,1997,winter
宜蘭縣,5.66,5.66,1858,10514.0,Soybean,1998,first
彰化縣,0.90,0.90,3000,2700.0,Soybean,1998,first
嘉義縣,29.00,29.00,1641,47600.0,Soybean,1998,first
台南市,481.30,481.30,2199,1058350.0,Soybean,1998,first
高雄市,5.67,5.67,2072,11747.0,Soybean,1998,first
屏東縣,2.10,2.10,1800,3780.0,Soybean,1998,first
花蓮縣,2.08,2.08,1508,3137.0,Soybean,1998,first
台中市,1.40,1.40,1600,2240.0,Soybean,1998,second
彰化縣,0.12,0.12,800,96.0,Soybean,1998,second
雲林縣,1.00,1.00,3200,3200.0,Soybean,1998,second
嘉義縣,23.00,23.00,2000,46000.0,Soybean,1998,second
台南市,17.60,17.60,1506,26500.0,Soybean,1998,second
高雄市,5.92,5.92,2937,17388.0,Soybean,1998,second
屏東縣,0.50,0.50,1800,900.0,Soybean,1998,second
花蓮縣,5.85,5.85,1042,6095.0,Soybean,1998,second
宜蘭縣,5.66,5.66,1858,10514.0,Soybean,1998,whole
台中市,1.40,1.40,1600,2240.0,Soybean,1998,whole
彰化縣,1.47,1.47,2178,3201.0,Soybean,1998,whole
雲林縣,1.00,1.00,3200,3200.0,Soybean,1998,whole
嘉義縣,55.00,55.00,1822,100200.0,Soybean,1998,whole
台南市,508.70,508.70,2179,1108420.0,Soybean,1998,whole
高雄市,74.96,74.96,2326,174385.0,Soybean,1998,whole
屏東縣,21.33,21.33,1908,40688.0,Soybean,1998,whole
花蓮縣,14.83,14.83,1283,19022.0,Soybean,1998,whole
彰化縣,0.45,0.45,900,405.0,Soybean,1998,winter
嘉義縣,3.00,3.00,2200,6600.0,Soybean,1998,winter
台南市,9.80,9.80,2405,23570.0,Soybean,1998,winter
高雄市,63.37,63.37,2292,145250.0,Soybean,1998,winter
屏東縣,18.73,18.73,1922,36008.0,Soybean,1998,winter
花蓮縣,6.90,6.90,1419,9790.0,Soybean,1998,winter
宜蘭縣,6.61,6.61,1957,12937.0,Soybean,1999,first
雲林縣,10.05,10.05,3000,30150.0,Soybean,1999,first
嘉義縣,4.00,4.00,1650,6600.0,Soybean,1999,first
台南市,70.70,70.70,2143,151530.0,Soybean,1999,first
高雄市,7.35,7.35,2071,15220.0,Soybean,1999,first
花蓮縣,4.50,4.50,1510,6795.0,Soybean,1999,first
彰化縣,0.30,0.30,1800,540.0,Soybean,1999,second
台南市,1.40,1.40,2300,3220.0,Soybean,1999,second
高雄市,6.12,6.12,2074,12692.0,Soybean,1999,second
花蓮縣,5.78,5.78,1767,10214.0,Soybean,1999,second
宜蘭縣,6.61,6.61,1957,12937.0,Soybean,1999,whole
台中市,1.50,1.50,1600,2400.0,Soybean,1999,whole
彰化縣,0.30,0.30,1800,540.0,Soybean,1999,whole
南投縣,8.00,8.00,2300,18400.0,Soybean,1999,whole
雲林縣,10.54,10.54,2947,31057.0,Soybean,1999,whole
嘉義縣,4.00,4.00,1650,6600.0,Soybean,1999,whole
台南市,84.70,84.70,2198,186140.0,Soybean,1999,whole
高雄市,24.77,24.77,2307,57152.0,Soybean,1999,whole
屏東縣,9.77,9.77,1747,17073.0,Soybean,1999,whole
花蓮縣,12.18,12.18,1630,19859.0,Soybean,1999,whole
台中市,1.50,1.50,1600,2400.0,Soybean,1999,winter
南投縣,8.00,8.00,2300,18400.0,Soybean,1999,winter
雲林縣,0.49,0.49,1851,907.0,Soybean,1999,winter
嘉義縣,0.00,0.00,0,0.0,Soybean,1999,winter
台南市,12.60,12.60,2491,31390.0,Soybean,1999,winter
高雄市,11.30,11.30,2588,29240.0,Soybean,1999,winter
屏東縣,9.77,9.77,1747,17073.0,Soybean,1999,winter
花蓮縣,1.90,1.90,1500,2850.0,Soybean,1999,winter
宜蘭縣,6.10,6.10,1909,11642.0,Soybean,2000,first
桃園市,1.60,1.60,1500,2400.0,Soybean,2000,first
台中市,7.67,7.37,3000,22110.0,Soybean,2000,first
雲林縣,1.35,1.35,2700,3645.0,Soybean,2000,first
嘉義縣,1.00,1.00,1600,1600.0,Soybean,2000,first
台南市,35.60,35.60,2009,71520.0,Soybean,2000,first
高雄市,7.52,7.52,2108,15854.0,Soybean,2000,first
屏東縣,41.43,41.43,2004,83040.0,Soybean,2000,first
花蓮縣,12.34,12.34,1436,17724.0,Soybean,2000,first
苗栗縣,0.20,0.20,1500,300.0,Soybean,2000,second
雲林縣,0.30,0.30,3200,960.0,Soybean,2000,second
嘉義縣,0.50,0.50,1600,800.0,Soybean,2000,second
台南市,0.40,0.40,2025,810.0,Soybean,2000,second
高雄市,5.55,5.55,1997,11085.0,Soybean,2000,second
屏東縣,1.80,1.80,1600,2880.0,Soybean,2000,second
台東縣,1.15,1.15,1980,2277.0,Soybean,2000,second
花蓮縣,13.00,13.00,1072,13930.0,Soybean,2000,second
宜蘭縣,6.10,6.10,1909,11642.0,Soybean,2000,whole
桃園市,1.60,1.60,1500,2400.0,Soybean,2000,whole
苗栗縣,0.20,0.20,1500,300.0,Soybean,2000,whole
台中市,7.67,7.37,3000,22110.0,Soybean,2000,whole
雲林縣,2.85,2.85,2861,8155.0,Soybean,2000,whole
嘉義縣,1.50,1.50,1600,2400.0,Soybean,2000,whole
台南市,37.40,37.40,2025,75750.0,Soybean,2000,whole
高雄市,17.67,17.67,2058,36369.0,Soybean,2000,whole
屏東縣,49.33,49.33,1940,95680.0,Soybean,2000,whole
台東縣,1.85,1.85,1613,2984.0,Soybean,2000,whole
花蓮縣,27.74,27.74,1296,35949.0,Soybean,2000,whole
雲林縣,1.20,1.20,2958,3550.0,Soybean,2000,winter
嘉義縣,0.00,0.00,0,0.0,Soybean,2000,winter
台南市,1.40,1.40,2443,3420.0,Soybean,2000,winter
高雄市,4.60,4.60,2050,9430.0,Soybean,2000,winter
屏東縣,6.10,6.10,1600,9760.0,Soybean,2000,winter
台東縣,0.70,0.70,1010,707.0,Soybean,2000,winter
花蓮縣,2.40,2.40,1790,4295.0,Soybean,2000,winter
宜蘭縣,9.33,9.33,2000,18660.0,Soybean,2001,first
雲林縣,38.46,38.46,2727,104866.0,Soybean,2001,first
嘉義縣,6.70,6.70,1800,12060.0,Soybean,2001,first
台南市,17.10,17.10,2097,35860.0,Soybean,2001,first
高雄市,7.15,7.15,2110,15085.0,Soybean,2001,first
屏東縣,0.90,0.90,2040,1836.0,Soybean,2001,first
花蓮縣,3.24,3.24,1649,5344.0,Soybean,2001,first
苗栗縣,3.60,3.60,1800,6480.0,Soybean,2001,second
彰化縣,0.35,0.35,1500,525.0,Soybean,2001,second
雲林縣,1.32,1.32,1800,2376.0,Soybean,2001,second
台南市,2.30,2.30,1878,4320.0,Soybean,2001,second
高雄市,5.55,5.55,2103,11670.0,Soybean,2001,second
台東縣,12.60,12.60,1200,15120.0,Soybean,2001,second
花蓮縣,3.45,3.45,1699,5863.0,Soybean,2001,second
宜蘭縣,9.33,9.33,2000,18660.0,Soybean,2001,whole
苗栗縣,3.60,3.60,1800,6480.0,Soybean,2001,whole
彰化縣,3.65,3.65,1500,5475.0,Soybean,2001,whole
雲林縣,39.78,39.78,2696,107242.0,Soybean,2001,whole
嘉義縣,6.70,6.70,1800,12060.0,Soybean,2001,whole
台南市,33.20,33.20,1960,65075.0,Soybean,2001,whole
高雄市,22.42,22.42,2102,47119.0,Soybean,2001,whole
屏東縣,13.70,13.70,1629,22316.0,Soybean,2001,whole
台東縣,12.60,12.60,1200,15120.0,Soybean,2001,whole
花蓮縣,22.84,22.84,1245,28447.0,Soybean,2001,whole
彰化縣,3.30,3.30,1500,4950.0,Soybean,2001,winter
台南市,13.80,13.80,1804,24895.0,Soybean,2001,winter
高雄市,9.72,9.72,2095,20364.0,Soybean,2001,winter
屏東縣,12.80,12.80,1600,20480.0,Soybean,2001,winter
花蓮縣,16.15,16.15,1067,17240.0,Soybean,2001,winter
宜蘭縣,5.43,5.43,2057,11172.0,Soybean,2002,first
雲林縣,20.28,20.28,2756,55888.0,Soybean,2002,first
台南市,11.37,11.37,2100,23877.0,Soybean,2002,first
高雄市,7.15,7.15,2070,14800.0,Soybean,2002,first
花蓮縣,11.81,11.81,1306,15420.0,Soybean,2002,first
彰化縣,1.40,1.40,1500,2100.0,Soybean,2002,second
雲林縣,31.10,31.10,3268,101648.0,Soybean,2002,second
台南市,7.88,7.88,1990,15680.0,Soybean,2002,second
高雄市,5.15,3.20,2050,6560.0,Soybean,2002,second
花蓮縣,7.19,7.19,1672,12021.0,Soybean,2002,second
宜蘭縣,5.43,5.43,2057,11172.0,Soybean,2002,whole
彰化縣,2.75,2.75,1500,4125.0,Soybean,2002,whole
雲林縣,51.78,51.78,3060,158456.0,Soybean,2002,whole
台南市,38.07,38.07,2176,82843.0,Soybean,2002,whole
高雄市,22.52,20.57,2104,43278.0,Soybean,2002,whole
屏東縣,6.41,6.41,1583,10146.0,Soybean,2002,whole
花蓮縣,43.70,43.70,1336,58374.0,Soybean,2002,whole
彰化縣,1.35,1.35,1500,2025.0,Soybean,2002,winter
雲林縣,0.40,0.40,2300,920.0,Soybean,2002,winter
台南市,18.82,18.82,2300,43286.0,Soybean,2002,winter
高雄市,10.22,10.22,2145,21918.0,Soybean,2002,winter
屏東縣,6.41,6.41,1583,10146.0,Soybean,2002,winter
花蓮縣,24.70,24.70,1252,30933.0,Soybean,2002,winter
宜蘭縣,5.06,5.06,2043,10338.0,Soybean,2003,first
台中市,0.30,0.30,1530,459.0,Soybean,2003,first
雲林縣,27.55,27.55,3245,89405.0,Soybean,2003,first
台南市,4.18,4.18,2100,8778.0,Soybean,2003,first
高雄市,7.35,7.35,2019,14843.0,Soybean,2003,first
台東縣,17.92,17.92,2300,41216.0,Soybean,2003,first
花蓮縣,5.70,5.70,1543,8793.0,Soybean,2003,first
台中市,2.00,2.00,1200,2400.0,Soybean,2003,second
彰化縣,6.00,6.00,1500,9000.0,Soybean,2003,second
雲林縣,14.95,14.95,2438,36450.0,Soybean,2003,second
台南市,0.78,0.78,1600,1248.0,Soybean,2003,second
高雄市,5.15,5.15,2138,11010.0,Soybean,2003,second
屏東縣,0.51,0.51,9800,4998.0,Soybean,2003,second
花蓮縣,5.21,5.21,1302,6786.0,Soybean,2003,second
宜蘭縣,5.06,5.06,2043,10338.0,Soybean,2003,whole
台中市,2.30,2.30,1243,2859.0,Soybean,2003,whole
彰化縣,7.05,7.05,1574,11100.0,Soybean,2003,whole
雲林縣,42.50,42.50,2961,125855.0,Soybean,2003,whole
嘉義縣,3.00,3.00,1800,5400.0,Soybean,2003,whole
台南市,10.07,10.07,2085,20997.0,Soybean,2003,whole
高雄市,25.97,25.97,2069,53740.0,Soybean,2003,whole
屏東縣,26.56,26.56,1725,45813.0,Soybean,2003,whole
台東縣,18.82,18.82,2300,43286.0,Soybean,2003,whole
花蓮縣,14.06,14.06,1542,21679.0,Soybean,2003,whole
彰化縣,1.05,1.05,2000,2100.0,Soybean,2003,winter
嘉義縣,3.00,3.00,1800,5400.0,Soybean,2003,winter
台南市,5.11,5.11,2147,10971.0,Soybean,2003,winter
高雄市,13.47,13.47,2070,27887.0,Soybean,2003,winter
屏東縣,26.05,26.05,1567,40815.0,Soybean,2003,winter
台東縣,0.90,0.90,2300,2070.0,Soybean,2003,winter
花蓮縣,3.15,3.15,1937,6100.0,Soybean,2003,winter
宜蘭縣,8.34,8.34,2076,17312.0,Soybean,2004,first
彰化縣,3.50,3.50,3200,11200.0,Soybean,2004,first
雲林縣,6.72,6.72,3574,24020.0,Soybean,2004,first
嘉義縣,0.00,0.00,0,0.0,Soybean,2004,first
台南市,3.44,3.44,1841,6332.0,Soybean,2004,first
高雄市,14.15,14.15,1826,25841.0,Soybean,2004,first
花蓮縣,10.03,10.03,1159,11620.0,Soybean,2004,first
宜蘭縣,1.08,1.08,2000,2160.0,Soybean,2004,second
台中市,22.63,22.63,2040,46165.0,Soybean,2004,second
彰化縣,2.30,2.30,1500,3450.0,Soybean,2004,second
雲林縣,20.10,20.10,2725,54766.0,Soybean,2004,second
台南市,4.30,4.30,1856,7980.0,Soybean,2004,second
高雄市,8.75,8.75,2083,18230.0,Soybean,2004,second
花蓮縣,7.38,7.38,1193,8807.0,Soybean,2004,second
宜蘭縣,9.42,9.42,2067,19472.0,Soybean,2004,whole
台中市,23.23,23.23,2018,46885.0,Soybean,2004,whole
彰化縣,5.80,5.80,2526,14650.0,Soybean,2004,whole
雲林縣,26.82,26.82,2938,78786.0,Soybean,2004,whole
嘉義縣,0.00,0.00,0,0.0,Soybean,2004,whole
台南市,7.74,7.74,1849,14312.0,Soybean,2004,whole
高雄市,39.67,39.67,1989,78909.0,Soybean,2004,whole
屏東縣,2.00,2.00,1590,3180.0,Soybean,2004,whole
花蓮縣,20.06,20.06,1208,24242.0,Soybean,2004,whole
台中市,0.60,0.60,1200,720.0,Soybean,2004,winter
高雄市,16.77,16.77,2077,34838.0,Soybean,2004,winter
屏東縣,2.00,2.00,1590,3180.0,Soybean,2004,winter
花蓮縣,2.65,2.65,1440,3815.0,Soybean,2004,winter
宜蘭縣,5.48,5.48,1896,10389.0,Soybean,2005,first
苗栗縣,1.80,1.80,1665,2997.0,Soybean,2005,first
雲林縣,28.81,28.81,2302,66325.0,Soybean,2005,first
台南市,1.20,1.20,2700,3240.0,Soybean,2005,first
高雄市,3.15,3.15,2018,6357.0,Soybean,2005,first
花蓮縣,8.76,8.76,1203,10540.0,Soybean,2005,first
彰化縣,0.10,0.10,2000,200.0,Soybean,2005,second
雲林縣,13.00,13.00,2900,37700.0,Soybean,2005,second
高雄市,1.95,1.95,2150,4193.0,Soybean,2005,second
花蓮縣,1.94,1.94,1193,2315.0,Soybean,2005,second
宜蘭縣,5.48,5.48,1896,10389.0,Soybean,2005,whole
苗栗縣,1.80,1.80,1665,2997.0,Soybean,2005,whole
彰化縣,0.10,0.10,2000,200.0,Soybean,2005,whole
雲林縣,43.81,43.81,2498,109425.0,Soybean,2005,whole
嘉義縣,0.00,0.00,0,0.0,Soybean,2005,whole
台南市,2.14,2.14,2349,5026.0,Soybean,2005,whole
高雄市,28.14,28.14,2128,59881.0,Soybean,2005,whole
屏東縣,4.15,4.15,1603,6654.0,Soybean,2005,whole
花蓮縣,14.50,14.50,1278,18530.0,Soybean,2005,whole
雲林縣,2.00,2.00,2700,5400.0,Soybean,2005,winter
嘉義縣,0.00,0.00,0,0.0,Soybean,2005,winter
台南市,0.94,0.94,1900,1786.0,Soybean,2005,winter
高雄市,23.04,23.04,2141,49331.0,Soybean,2005,winter
屏東縣,4.15,4.15,1603,6654.0,Soybean,2005,winter
花蓮縣,3.80,3.80,1493,5675.0,Soybean,2005,winter
宜蘭縣,3.06,3.06,2023,6189.0,Soybean,2006,first
雲林縣,0.60,0.60,2527,1516.0,Soybean,2006,first
嘉義縣,2.10,2.10,2500,5250.0,Soybean,2006,first
台南市,5.85,5.85,2300,13455.0,Soybean,2006,first
高雄市,17.07,17.07,2608,44522.0,Soybean,2006,first
花蓮縣,9.28,9.28,1322,12264.0,Soybean,2006,first
雲林縣,0.20,0.20,2700,540.0,Soybean,2006,second
台南市,0.50,0.50,1800,900.0,Soybean,2006,second
高雄市,1.97,1.97,2100,4137.0,Soybean,2006,second
花蓮縣,3.97,3.97,1355,5378.0,Soybean,2006,second
新竹市,0.40,0.40,1500,600.0,Soybean,2006,second
宜蘭縣,3.06,3.06,2023,6189.0,Soybean,2006,whole
雲林縣,14.00,14.00,2693,37696.0,Soybean,2006,whole
嘉義縣,2.10,2.10,2500,5250.0,Soybean,2006,whole
台南市,6.35,6.35,2261,14355.0,Soybean,2006,whole
高雄市,43.46,43.46,2348,102043.0,Soybean,2006,whole
屏東縣,0.35,0.35,1500,525.0,Soybean,2006,whole
花蓮縣,15.15,15.15,1334,20207.0,Soybean,2006,whole
新竹市,0.40,0.40,1500,600.0,Soybean,2006,whole
雲林縣,13.20,13.20,2700,35640.0,Soybean,2006,winter
高雄市,24.42,24.42,2186,53384.0,Soybean,2006,winter
屏東縣,0.35,0.35,1500,525.0,Soybean,2006,winter
花蓮縣,1.90,1.90,1350,2565.0,Soybean,2006,winter
宜蘭縣,1.40,1.40,1986,2780.0,Soybean,2007,first
台中市,1.50,1.50,2000,3000.0,Soybean,2007,first
台南市,0.20,0.20,2100,420.0,Soybean,2007,first
高雄市,17.88,17.88,2633,47080.0,Soybean,2007,first
花蓮縣,6.90,6.90,1100,7590.0,Soybean,2007,first
雲林縣,0.75,0.75,1800,1350.0,Soybean,2007,second
高雄市,1.97,1.97,1700,3349.0,Soybean,2007,second
花蓮縣,3.50,3.50,1100,3850.0,Soybean,2007,second
宜蘭縣,1.40,1.40,1986,2780.0,Soybean,2007,whole
台中市,2.30,2.30,1965,4520.0,Soybean,2007,whole
雲林縣,10.55,10.55,2623,27670.0,Soybean,2007,whole
台南市,0.20,0.20,2100,420.0,Soybean,2007,whole
高雄市,41.08,41.08,2360,96937.0,Soybean,2007,whole
屏東縣,2.35,2.35,1585,3725.0,Soybean,2007,whole
花蓮縣,10.40,10.40,1100,11440.0,Soybean,2007,whole
台中市,0.80,0.80,1900,1520.0,Soybean,2007,winter
雲林縣,9.80,9.80,2686,26320.0,Soybean,2007,winter
高雄市,21.23,21.23,2191,46508.0,Soybean,2007,winter
屏東縣,2.35,2.35,1585,3725.0,Soybean,2007,winter
宜蘭縣,0.11,0.11,2000,220.0,Soybean,2008,first
台中市,5.30,5.30,2200,11660.0,Soybean,2008,first
高雄市,13.63,13.63,2551,34770.0,Soybean,2008,first
台東縣,7.88,7.88,1454,11458.0,Soybean,2008,first
花蓮縣,9.10,9.10,1584,14410.0,Soybean,2008,first
台中市,0.25,0.25,1200,300.0,Soybean,2008,second
台東縣,4.65,4.65,1360,6324.0,Soybean,2008,second
花蓮縣,7.80,7.80,1000,7800.0,Soybean,2008,second
宜蘭縣,0.11,0.11,2000,220.0,Soybean,2008,whole
台中市,7.05,7.05,2122,14960.0,Soybean,2008,whole
南投縣,0.20,0.20,1500,300.0,Soybean,2008,whole
高雄市,36.12,36.12,2321,83843.0,Soybean,2008,whole
屏東縣,0.90,0.90,1500,1350.0,Soybean,2008,whole
台東縣,12.53,12.53,1419,17782.0,Soybean,2008,whole
